"gene_id"
"Cre01.g000500"
"Cre01.g000850"
"Cre01.g001550"
"Cre01.g002500"
"Cre01.g003463"
"Cre01.g004300"
"Cre01.g004450"
"Cre01.g005950"
"Cre01.g007000"
"Cre01.g007200"
"Cre01.g008200"
"Cre01.g008850"
"Cre01.g010000"
"Cre01.g010250"
"Cre01.g010848"
"Cre01.g011100"
"Cre01.g012050"
"Cre01.g013200"
"Cre01.g013350"
"Cre01.g013600"
"Cre01.g014200"
"Cre01.g015250"
"Cre01.g015350"
"Cre01.g015600"
"Cre01.g015950"
"Cre01.g016500"
"Cre01.g016514"
"Cre01.g016528"
"Cre01.g017300"
"Cre01.g019150"
"Cre01.g020400"
"Cre01.g023787"
"Cre01.g023800"
"Cre01.g023950"
"Cre01.g024650"
"Cre01.g024800"
"Cre01.g025200"
"Cre01.g025551"
"Cre01.g027100"
"Cre01.g028900"
"Cre01.g029100"
"Cre01.g029300"
"Cre01.g029500"
"Cre01.g030050"
"Cre01.g030150"
"Cre01.g032000"
"Cre01.g032300"
"Cre01.g032850"
"Cre01.g034750"
"Cre01.g036900"
"Cre01.g037000"
"Cre01.g037250"
"Cre01.g038500"
"Cre01.g039300"
"Cre01.g039650"
"Cre01.g040450"
"Cre01.g040900"
"Cre01.g042700"
"Cre01.g042800"
"Cre01.g043250"
"Cre01.g044350"
"Cre01.g045950"
"Cre01.g046652"
"Cre01.g048150"
"Cre01.g048550"
"Cre01.g049000"
"Cre01.g049050"
"Cre01.g049550"
"Cre01.g050500"
"Cre01.g050600"
"Cre01.g050950"
"Cre01.g051400"
"Cre01.g051950"
"Cre01.g052000"
"Cre01.g052100"
"Cre01.g052300"
"Cre01.g052400"
"Cre01.g053250"
"Cre01.g053450"
"Cre01.g054850"
"Cre01.g055200"
"Cre01.g055453"
"Cre01.g064362"
"Cre02.g073700"
"Cre02.g074737"
"Cre02.g074850"
"Cre02.g074900"
"Cre02.g075000"
"Cre02.g075600"
"Cre02.g076300"
"Cre02.g076650"
"Cre02.g077401"
"Cre02.g078100"
"Cre02.g078450"
"Cre02.g078777"
"Cre02.g078950"
"Cre02.g079600"
"Cre02.g081200"
"Cre02.g081300"
"Cre02.g081650"
"Cre02.g083750"
"Cre02.g083800"
"Cre02.g083950"
"Cre02.g084000"
"Cre02.g084800"
"Cre02.g085257"
"Cre02.g085450"
"Cre02.g086600"
"Cre02.g088151"
"Cre02.g088300"
"Cre02.g088900"
"Cre02.g090689"
"Cre02.g091050"
"Cre02.g091150"
"Cre02.g091550"
"Cre02.g092600"
"Cre02.g095057"
"Cre02.g095070"
"Cre02.g095082"
"Cre02.g095123"
"Cre02.g095124"
"Cre02.g095128"
"Cre02.g095134"
"Cre02.g095137"
"Cre02.g095600"
"Cre02.g099055"
"Cre02.g101800"
"Cre02.g102750"
"Cre02.g103350"
"Cre02.g103850"
"Cre02.g104500"
"Cre02.g104550"
"Cre02.g105050"
"Cre02.g105100"
"Cre02.g105300"
"Cre02.g105500"
"Cre02.g105650"
"Cre02.g107000"
"Cre02.g107050"
"Cre02.g107256"
"Cre02.g107350"
"Cre02.g108550"
"Cre02.g108850"
"Cre02.g109600"
"Cre02.g111700"
"Cre02.g112300"
"Cre02.g113150"
"Cre02.g114850"
"Cre02.g115050"
"Cre02.g117000"
"Cre02.g118600"
"Cre02.g118950"
"Cre02.g119950"
"Cre02.g141700"
"Cre02.g142146"
"Cre02.g142246"
"Cre02.g142266"
"Cre02.g142526"
"Cre02.g142601"
"Cre02.g143087"
"Cre02.g143450"
"Cre02.g145050"
"Cre02.g145200"
"Cre02.g145630"
"Cre02.g146100"
"Cre02.g146550"
"Cre02.g147302"
"Cre02.g147600"
"Cre03.g143887"
"Cre03.g144464"
"Cre03.g144667"
"Cre03.g144767"
"Cre03.g144787"
