"Source","Target","Weight"
"Cre04.g224350","Cre03.g173000",0.241783080769661
"Cre04.g229000","Cre03.g173000",0.235988682062195
"Cre04.g230928","Cre03.g173000",0.173807517519668
"Cre05.g238100","Cre03.g173000",0.243254675459929
"Cre05.g244850","Cre03.g173000",0.198325361125413
"Cre06.g264400","Cre03.g173000",0.247627187038672
"Cre06.g270500","Cre03.g173000",0.240830359284397
"Cre06.g275150","Cre03.g173000",0.238715819996603
"Cre06.g278134","Cre03.g173000",0.142655895707999
"Cre06.g278228","Cre03.g173000",0.259485124818978
"Cre06.g300350","Cre03.g173000",0.14122252169077
"Cre06.g308450","Cre03.g173000",0.256085796228504
"Cre07.g314600","Cre03.g173000",0.215112482176695
"Cre07.g319550","Cre03.g173000",0.199161942068048
"Cre07.g323400","Cre03.g173000",0.212734888640841
"Cre07.g329882","Cre03.g173000",0.210696362732126
"Cre07.g331850","Cre03.g173000",0.246352786073159
"Cre07.g348100","Cre03.g173000",0.16513174846074
"Cre08.g370950","Cre03.g173000",0.210340299818841
"Cre08.g380763","Cre03.g173000",0.17772574587294
"Cre08.g385950","Cre03.g173000",0.149153230978677
"Cre09.g387060","Cre03.g173000",0.219065807562322
"Cre09.g390750","Cre03.g173000",0.106617590359217
"Cre09.g396289","Cre03.g173000",0.18048105016733
"Cre09.g400250","Cre03.g173000",0.250112888547438
"Cre10.g419350","Cre03.g173000",0.218394854135091
"Cre10.g448100","Cre03.g173000",0.251180099717173
"Cre10.g458900","Cre03.g173000",0.219334421964673
"Cre11.g469400","Cre03.g173000",0.15756914445295
"Cre11.g480079","Cre03.g173000",0.232918181996503
"Cre12.g489350","Cre03.g173000",0.224193444778099
"Cre12.g514300","Cre03.g173000",0.225426431468532
"Cre12.g535800","Cre03.g173000",0.245031416393843
"Cre12.g541750","Cre03.g173000",0.244088856935101
"Cre12.g553600","Cre03.g173000",0.232886838119763
"Cre12.g559700","Cre03.g173000",0.126534414038458
"Cre13.g568316","Cre03.g173000",0.262994769367178
"Cre13.g588800","Cre03.g173000",0.205907134200286
"Cre13.g602300","Cre03.g173000",0.22959898300407
"Cre14.g611517","Cre03.g173000",0.233669456786838
"Cre14.g625350","Cre03.g173000",0.248624358318261
"Cre16.g650300","Cre03.g173000",0.215251826390566
"Cre16.g654950","Cre03.g173000",0.259454825732798
"Cre16.g683250","Cre03.g173000",0.187216335266094
"Cre17.g709876","Cre03.g173000",0.26851260486485
"Cre17.g719522","Cre03.g173000",0.144331306735626
"Cre17.g736329","Cre03.g173000",0.166043953838973
"Cre17.g746147","Cre03.g173000",0.241620703788433
"Cre01.g004926","Cre03.g200991",0.182056459116733
"Cre01.g009500","Cre03.g200991",0.213028096848658
"Cre01.g010350","Cre03.g200991",0.242671667635174
"Cre01.g030650","Cre03.g200991",0.227712921056102
"Cre02.g090150","Cre03.g200991",0.246666683795071
"Cre02.g095102","Cre03.g200991",0.185479941161284
"Cre02.g112600","Cre03.g200991",0.228229498409636
"Cre03.g150400","Cre03.g200991",0.206315402197245
"Cre03.g172800","Cre03.g200991",0.164125969360322
"Cre03.g173000","Cre03.g200991",0.242310363219777
"Cre04.g218450","Cre03.g200991",0.204715701934476
"Cre04.g224350","Cre03.g200991",0.245539014421225
"Cre04.g229000","Cre03.g200991",0.239025553686553
"Cre04.g230928","Cre03.g200991",0.182837481510086
"Cre05.g238100","Cre03.g200991",0.176819945067517
"Cre05.g244850","Cre03.g200991",0.192593539945863
"Cre06.g264400","Cre03.g200991",0.217935136432399
"Cre06.g270500","Cre03.g200991",0.210885301453204
"Cre06.g275150","Cre03.g200991",0.222059634009853
"Cre06.g278134","Cre03.g200991",0.167956800447822
"Cre06.g278228","Cre03.g200991",0.205812742747864
"Cre06.g300350","Cre03.g200991",0.159144294322119
"Cre06.g308450","Cre03.g200991",0.182001757759953
"Cre07.g314600","Cre03.g200991",0.211907244863091
"Cre07.g319550","Cre03.g200991",0.180976137227086
"Cre07.g323400","Cre03.g200991",0.185172482266299
"Cre07.g329882","Cre03.g200991",0.192494857757573
"Cre07.g331850","Cre03.g200991",0.276122884246207
"Cre07.g348100","Cre03.g200991",0.158601218904645
"Cre08.g370950","Cre03.g200991",0.183460492214869
"Cre08.g380763","Cre03.g200991",0.155645881435611
"Cre08.g385950","Cre03.g200991",0.191396987979618
"Cre09.g387060","Cre03.g200991",0.245949660924741
"Cre09.g390750","Cre03.g200991",0.141811862323853
"Cre09.g396289","Cre03.g200991",0.201254636219518
"Cre09.g400250","Cre03.g200991",0.199483279455738
"Cre10.g419350","Cre03.g200991",0.178062320015888
"Cre10.g448100","Cre03.g200991",0.206402184815757
"Cre10.g458900","Cre03.g200991",0.185047215015449
"Cre11.g469400","Cre03.g200991",0.157527698110037
"Cre11.g480079","Cre03.g200991",0.199684618136635
"Cre12.g489350","Cre03.g200991",0.203421413360742
"Cre12.g514300","Cre03.g200991",0.207923978328532
"Cre12.g535800","Cre03.g200991",0.191866212233175
"Cre12.g541750","Cre03.g200991",0.188441312617517
"Cre12.g553600","Cre03.g200991",0.223294982184817
"Cre12.g559700","Cre03.g200991",0.138042654553797
"Cre13.g568316","Cre03.g200991",0.279741697696343
"Cre13.g588800","Cre03.g200991",0.204938953786795
"Cre13.g602300","Cre03.g200991",0.212804769129218
"Cre14.g611517","Cre03.g200991",0.198319113382899
"Cre14.g625350","Cre03.g200991",0.245860372973975
"Cre16.g650300","Cre03.g200991",0.185156574614904
"Cre16.g654950","Cre03.g200991",0.227764671496201
"Cre16.g683250","Cre03.g200991",0.180917524535814
"Cre17.g709876","Cre03.g200991",0.206854696944621
"Cre17.g719522","Cre03.g200991",0.119570745895171
"Cre17.g736329","Cre03.g200991",0.158248147888071
"Cre17.g746147","Cre03.g200991",0.201559896938579
"Cre01.g009500","Cre04.g218450",0.15431021949247
"Cre01.g010350","Cre04.g218450",0.191140153408713
"Cre01.g030650","Cre04.g218450",0.223821237756698
"Cre02.g090150","Cre04.g218450",0.236672971920877
"Cre02.g095102","Cre04.g218450",0.163258616424456
"Cre02.g112600","Cre04.g218450",0.248135313149729
"Cre03.g150400","Cre04.g218450",0.162243562865302
"Cre03.g172800","Cre04.g218450",0.164588599375292
"Cre03.g173000","Cre04.g218450",0.229460555148992
"Cre03.g200991","Cre04.g218450",0.204715701934476
"Cre04.g224350","Cre04.g218450",0.152369108364431
"Cre04.g229000","Cre04.g218450",0.270295871218456
"Cre04.g230928","Cre04.g218450",0.181521559764677
"Cre05.g238100","Cre04.g218450",0.128323896992399
"Cre05.g244850","Cre04.g218450",0.20044810852634
"Cre06.g264400","Cre04.g218450",0.205563994193888
"Cre06.g270500","Cre04.g218450",0.195641949969802
"Cre06.g275150","Cre04.g218450",0.171532594969247
"Cre06.g278134","Cre04.g218450",0.142485501521659
"Cre06.g278228","Cre04.g218450",0.251489866440151
"Cre06.g300350","Cre04.g218450",0.139843107110359
"Cre06.g308450","Cre04.g218450",0.193589857831136
"Cre07.g314600","Cre04.g218450",0.212957491486086
"Cre07.g319550","Cre04.g218450",0.174553583179785
"Cre07.g323400","Cre04.g218450",0.179298594860768
"Cre07.g329882","Cre04.g218450",0.121661897507382
"Cre07.g331850","Cre04.g218450",0.243985540610335
"Cre07.g348100","Cre04.g218450",0.144356366387022
"Cre08.g370950","Cre04.g218450",0.17498709137471
"Cre08.g380763","Cre04.g218450",0.119405754946491
"Cre08.g385950","Cre04.g218450",0.149106821254365
"Cre09.g387060","Cre04.g218450",0.225460733108843
"Cre09.g390750","Cre04.g218450",0.10251422685289
"Cre09.g396289","Cre04.g218450",0.151458428472673
"Cre09.g400250","Cre04.g218450",0.169321186488339
"Cre10.g419350","Cre04.g218450",0.159275064805125
"Cre10.g448100","Cre04.g218450",0.228346729181338
"Cre10.g458900","Cre04.g218450",0.170602205128954
"Cre11.g469400","Cre04.g218450",0.139662964420967
"Cre11.g480079","Cre04.g218450",0.169858999143233
"Cre12.g489350","Cre04.g218450",0.19740300048998
"Cre12.g514300","Cre04.g218450",0.19037024095687
"Cre12.g535800","Cre04.g218450",0.181978798042153
"Cre12.g541750","Cre04.g218450",0.174092084548118
"Cre12.g553600","Cre04.g218450",0.222438187838155
"Cre13.g568316","Cre04.g218450",0.210115971942555
"Cre13.g588800","Cre04.g218450",0.198777497726874
"Cre13.g602300","Cre04.g218450",0.139232885169633
"Cre14.g611517","Cre04.g218450",0.20535794049648
"Cre14.g625350","Cre04.g218450",0.183218289956513
"Cre16.g654950","Cre04.g218450",0.169427771323457
"Cre16.g683250","Cre04.g218450",0.131362880250634
"Cre17.g709876","Cre04.g218450",0.208939961735981
"Cre17.g719522","Cre04.g218450",0.117272349444501
"Cre17.g736329","Cre04.g218450",0.129211964630026
"Cre17.g746147","Cre04.g218450",0.194344179199938
"Cre01.g004926","Cre04.g224350",0.116986076236291
"Cre01.g009500","Cre04.g224350",0.183997521166594
"Cre01.g010350","Cre04.g224350",0.207868231868654
"Cre01.g030650","Cre04.g224350",0.205700948104068
"Cre02.g090150","Cre04.g224350",0.218161722377923
"Cre02.g095102","Cre04.g224350",0.174078851079905
"Cre02.g112600","Cre04.g224350",0.256744903412364
"Cre03.g150400","Cre04.g224350",0.172969946156223
"Cre03.g172800","Cre04.g224350",0.134602847810174
"Cre03.g173000","Cre04.g224350",0.241783080769661
"Cre03.g200991","Cre04.g224350",0.245539014421225
"Cre04.g218450","Cre04.g224350",0.152369108364431
"Cre04.g229000","Cre04.g224350",0.233145414717954
"Cre04.g230928","Cre04.g224350",0.124442139257723
"Cre05.g238100","Cre04.g224350",0.158646856784511
"Cre05.g244850","Cre04.g224350",0.168747357905127
"Cre06.g264400","Cre04.g224350",0.191292983804659
"Cre06.g270500","Cre04.g224350",0.176051576553137
"Cre06.g275150","Cre04.g224350",0.183450785697092
"Cre06.g278134","Cre04.g224350",0.136812036990194
"Cre06.g278228","Cre04.g224350",0.21692219309364
"Cre06.g300350","Cre04.g224350",0.122285464328006
"Cre06.g308450","Cre04.g224350",0.163669206170114
"Cre07.g314600","Cre04.g224350",0.203032986911697
"Cre07.g319550","Cre04.g224350",0.158880495945877
"Cre07.g323400","Cre04.g224350",0.170168345790034
"Cre07.g329882","Cre04.g224350",0.166733792657516
"Cre07.g331850","Cre04.g224350",0.262739451401818
"Cre07.g348100","Cre04.g224350",0.114983615399104
"Cre08.g370950","Cre04.g224350",0.175460279297488
"Cre08.g380763","Cre04.g224350",0.12681366779666
"Cre08.g385950","Cre04.g224350",0.18325448854471
"Cre09.g387060","Cre04.g224350",0.238287576743745
"Cre09.g390750","Cre04.g224350",0.119549645454466
"Cre09.g396289","Cre04.g224350",0.138214084916677
"Cre09.g400250","Cre04.g224350",0.207491995792912
"Cre10.g419350","Cre04.g224350",0.137175478786324
"Cre10.g448100","Cre04.g224350",0.199826460330626
"Cre10.g458900","Cre04.g224350",0.171071794312792
"Cre11.g469400","Cre04.g224350",0.127624582092238
"Cre11.g480079","Cre04.g224350",0.184774343084159
"Cre12.g489350","Cre04.g224350",0.161298981581736
"Cre12.g514300","Cre04.g224350",0.202941979076121
"Cre12.g535800","Cre04.g224350",0.173558721296257
"Cre12.g541750","Cre04.g224350",0.183769068263105
"Cre12.g553600","Cre04.g224350",0.196916029924199
"Cre12.g559700","Cre04.g224350",0.122015225291719
"Cre13.g568316","Cre04.g224350",0.226166990100478
"Cre13.g588800","Cre04.g224350",0.215665940890325
"Cre13.g602300","Cre04.g224350",0.181474929367249
"Cre14.g611517","Cre04.g224350",0.190949119523612
"Cre14.g625350","Cre04.g224350",0.207731394125545
"Cre16.g650300","Cre04.g224350",0.132464193905405
"Cre16.g654950","Cre04.g224350",0.177253348551186
"Cre16.g683250","Cre04.g224350",0.137596120783459
"Cre17.g709876","Cre04.g224350",0.213368726685734
"Cre17.g719522","Cre04.g224350",0.134645425012844
"Cre17.g736329","Cre04.g224350",0.135004194388919
"Cre17.g746147","Cre04.g224350",0.157756070603584
"Cre01.g004926","Cre04.g229000",0.145320706249631
"Cre01.g009500","Cre04.g229000",0.220596432100114
"Cre01.g010350","Cre04.g229000",0.254925742592968
"Cre01.g030650","Cre04.g229000",0.234419744397082
"Cre02.g090150","Cre04.g229000",0.238762874278413
"Cre02.g095102","Cre04.g229000",0.216821579857551
"Cre02.g112600","Cre04.g229000",0.254191712209148
"Cre03.g150400","Cre04.g229000",0.239491543994337
"Cre03.g172800","Cre04.g229000",0.178712655704013
"Cre03.g173000","Cre04.g229000",0.235988682062195
"Cre03.g200991","Cre04.g229000",0.239025553686553
"Cre04.g218450","Cre04.g229000",0.270295871218456
"Cre04.g224350","Cre04.g229000",0.233145414717954
"Cre04.g230928","Cre04.g229000",0.236997180621373
"Cre05.g238100","Cre04.g229000",0.206518932683879
"Cre05.g244850","Cre04.g229000",0.246656342459166
"Cre06.g264400","Cre04.g229000",0.253543469570416
"Cre06.g270500","Cre04.g229000",0.253345680412547
"Cre06.g275150","Cre04.g229000",0.241900906551187
"Cre06.g278134","Cre04.g229000",0.182649925761622
"Cre06.g278228","Cre04.g229000",0.261042832986509
"Cre06.g300350","Cre04.g229000",0.182116630057076
"Cre06.g308450","Cre04.g229000",0.236891936737782
"Cre07.g314600","Cre04.g229000",0.238993552563574
"Cre07.g319550","Cre04.g229000",0.22366421500868
"Cre07.g323400","Cre04.g229000",0.228597270004164
"Cre07.g329882","Cre04.g229000",0.208479476123071
"Cre07.g331850","Cre04.g229000",0.258559225097604
"Cre07.g348100","Cre04.g229000",0.204961845867462
"Cre08.g370950","Cre04.g229000",0.226190947272341
"Cre08.g380763","Cre04.g229000",0.18077553332008
"Cre08.g385950","Cre04.g229000",0.163187244914276
"Cre09.g387060","Cre04.g229000",0.226661693309457
"Cre09.g390750","Cre04.g229000",0.127308526328033
"Cre09.g396289","Cre04.g229000",0.221456346720312
"Cre09.g400250","Cre04.g229000",0.229182171132946
"Cre10.g419350","Cre04.g229000",0.19964884976728
"Cre10.g448100","Cre04.g229000",0.234741719606253
"Cre10.g458900","Cre04.g229000",0.224937384300015
"Cre11.g469400","Cre04.g229000",0.158866429975696
"Cre11.g480079","Cre04.g229000",0.230840287733319
"Cre12.g489350","Cre04.g229000",0.229381108202236
"Cre12.g514300","Cre04.g229000",0.242179151613499
"Cre12.g535800","Cre04.g229000",0.23248385944709
"Cre12.g541750","Cre04.g229000",0.229867074217943
"Cre12.g553600","Cre04.g229000",0.267370893720509
"Cre12.g559700","Cre04.g229000",0.102359314965385
"Cre13.g568316","Cre04.g229000",0.256763223972135
"Cre13.g588800","Cre04.g229000",0.233587293900286
"Cre13.g602300","Cre04.g229000",0.205592888442027
"Cre14.g611517","Cre04.g229000",0.24334525017066
"Cre14.g625350","Cre04.g229000",0.253668475040606
"Cre16.g650300","Cre04.g229000",0.179128443879263
"Cre16.g654950","Cre04.g229000",0.248472611184824
"Cre16.g683250","Cre04.g229000",0.201889643285995
"Cre17.g709876","Cre04.g229000",0.239137370039606
"Cre17.g719522","Cre04.g229000",0.130922944740369
"Cre17.g736329","Cre04.g229000",0.171754878224056
"Cre17.g746147","Cre04.g229000",0.251588683127131
"Cre01.g009500","Cre04.g230928",0.167123691104509
"Cre01.g010350","Cre04.g230928",0.162539538689783
"Cre01.g030650","Cre04.g230928",0.195179075316837
"Cre02.g090150","Cre04.g230928",0.221902825018875
"Cre02.g095102","Cre04.g230928",0.186404579543476
"Cre02.g112600","Cre04.g230928",0.236951810521705
"Cre03.g150400","Cre04.g230928",0.126906426636831
"Cre03.g172800","Cre04.g230928",0.123275786036485
"Cre03.g173000","Cre04.g230928",0.173807517519668
"Cre03.g200991","Cre04.g230928",0.182837481510086
"Cre04.g218450","Cre04.g230928",0.181521559764677
"Cre04.g224350","Cre04.g230928",0.124442139257723
"Cre04.g229000","Cre04.g230928",0.236997180621373
"Cre05.g238100","Cre04.g230928",0.112192523899292
"Cre05.g244850","Cre04.g230928",0.21895053199745
"Cre06.g264400","Cre04.g230928",0.169359972005082
"Cre06.g270500","Cre04.g230928",0.158403084366802
"Cre06.g275150","Cre04.g230928",0.160014464686263
"Cre06.g278134","Cre04.g230928",0.165328526654706
"Cre06.g278228","Cre04.g230928",0.202726777281067
"Cre06.g300350","Cre04.g230928",0.146197702881562
"Cre06.g308450","Cre04.g230928",0.125702585700375
"Cre07.g314600","Cre04.g230928",0.210946438735719
"Cre07.g319550","Cre04.g230928",0.173895098088247
"Cre07.g323400","Cre04.g230928",0.175440700908856
"Cre07.g329882","Cre04.g230928",0.115772569359075
"Cre07.g331850","Cre04.g230928",0.230515306432186
"Cre07.g348100","Cre04.g230928",0.167707818462584
"Cre08.g370950","Cre04.g230928",0.185220106852789
"Cre08.g385950","Cre04.g230928",0.130433604292627
"Cre09.g387060","Cre04.g230928",0.20765898440527
"Cre09.g390750","Cre04.g230928",0.105257090336961
"Cre09.g396289","Cre04.g230928",0.17545221705796
"Cre09.g400250","Cre04.g230928",0.148654431887926
"Cre10.g419350","Cre04.g230928",0.100750278278877
"Cre10.g448100","Cre04.g230928",0.172241544984212
"Cre10.g458900","Cre04.g230928",0.17315892230229
"Cre11.g480079","Cre04.g230928",0.158976139446688
"Cre12.g489350","Cre04.g230928",0.142028710808282
"Cre12.g514300","Cre04.g230928",0.181701110607648
"Cre12.g535800","Cre04.g230928",0.136350680704378
"Cre12.g541750","Cre04.g230928",0.13519956856273
"Cre12.g553600","Cre04.g230928",0.20588773331998
"Cre13.g568316","Cre04.g230928",0.174602744222428
"Cre13.g588800","Cre04.g230928",0.219964781508038
"Cre14.g611517","Cre04.g230928",0.195200857682091
"Cre14.g625350","Cre04.g230928",0.157504222805879
"Cre16.g654950","Cre04.g230928",0.12117436666976
"Cre16.g683250","Cre04.g230928",0.142050603531756
"Cre17.g709876","Cre04.g230928",0.147170305537128
"Cre17.g736329","Cre04.g230928",0.120406911443076
"Cre17.g746147","Cre04.g230928",0.141928575344371
"Cre01.g004926","Cre05.g238100",0.162731656774285
"Cre01.g009500","Cre05.g238100",0.155090291294912
"Cre01.g010350","Cre05.g238100",0.159548745577775
"Cre01.g030650","Cre05.g238100",0.243320765700529
"Cre02.g090150","Cre05.g238100",0.210620281163639
"Cre02.g095102","Cre05.g238100",0.156042442421566
"Cre02.g112600","Cre05.g238100",0.209798501702493
"Cre03.g150400","Cre05.g238100",0.137340166052964
"Cre03.g172800","Cre05.g238100",0.109630266033495
"Cre03.g173000","Cre05.g238100",0.243254675459929
"Cre03.g200991","Cre05.g238100",0.176819945067517
"Cre04.g218450","Cre05.g238100",0.128323896992399
"Cre04.g224350","Cre05.g238100",0.158646856784511
"Cre04.g229000","Cre05.g238100",0.206518932683879
"Cre04.g230928","Cre05.g238100",0.112192523899292
"Cre05.g244850","Cre05.g238100",0.131315098376144
"Cre06.g264400","Cre05.g238100",0.164301202751338
"Cre06.g270500","Cre05.g238100",0.153856478712168
"Cre06.g275150","Cre05.g238100",0.180101060080899
"Cre06.g278134","Cre05.g238100",0.106530192021807
"Cre06.g278228","Cre05.g238100",0.173907102455927
"Cre06.g308450","Cre05.g238100",0.150025013388657
"Cre07.g314600","Cre05.g238100",0.159753620866401
"Cre07.g319550","Cre05.g238100",0.15549207173648
"Cre07.g323400","Cre05.g238100",0.171489812580195
"Cre07.g329882","Cre05.g238100",0.145280410138429
"Cre07.g331850","Cre05.g238100",0.242814866444719
"Cre07.g348100","Cre05.g238100",0.141455991710463
"Cre08.g370950","Cre05.g238100",0.178866225545091
"Cre08.g380763","Cre05.g238100",0.112442751777639
"Cre09.g387060","Cre05.g238100",0.179498633640346
"Cre09.g396289","Cre05.g238100",0.137516653851979
"Cre09.g400250","Cre05.g238100",0.19818906030427
"Cre10.g419350","Cre05.g238100",0.144941080326932
"Cre10.g448100","Cre05.g238100",0.211073487114348
"Cre10.g458900","Cre05.g238100",0.188537599457177
"Cre11.g469400","Cre05.g238100",0.100162683017182
"Cre11.g480079","Cre05.g238100",0.191918664909034
"Cre12.g489350","Cre05.g238100",0.134934237694456
"Cre12.g514300","Cre05.g238100",0.161099936982739
"Cre12.g535800","Cre05.g238100",0.170814014836455
"Cre12.g541750","Cre05.g238100",0.17185344312468
"Cre12.g553600","Cre05.g238100",0.137655689687823
"Cre12.g559700","Cre05.g238100",0.121238674111551
"Cre13.g568316","Cre05.g238100",0.235318109283124
"Cre13.g588800","Cre05.g238100",0.155959985036243
"Cre13.g602300","Cre05.g238100",0.141745665230696
"Cre14.g611517","Cre05.g238100",0.187850237148442
"Cre14.g625350","Cre05.g238100",0.156849633049772
"Cre16.g650300","Cre05.g238100",0.20091726084574
"Cre16.g654950","Cre05.g238100",0.155317639717488
"Cre16.g683250","Cre05.g238100",0.162225308559563
"Cre17.g709876","Cre05.g238100",0.174392131807985
"Cre17.g719522","Cre05.g238100",0.113678836328866
"Cre17.g736329","Cre05.g238100",0.144871643101536
"Cre17.g746147","Cre05.g238100",0.148807000502593
"Cre01.g009500","Cre05.g244850",0.176453693626612
"Cre01.g010350","Cre05.g244850",0.165336997861955
"Cre01.g030650","Cre05.g244850",0.209013054160372
"Cre02.g090150","Cre05.g244850",0.220926914098466
"Cre02.g095102","Cre05.g244850",0.200751061792161
"Cre02.g112600","Cre05.g244850",0.253512733115684
"Cre03.g150400","Cre05.g244850",0.149495588489128
"Cre03.g172800","Cre05.g244850",0.141347173386564
"Cre03.g173000","Cre05.g244850",0.198325361125413
"Cre03.g200991","Cre05.g244850",0.192593539945863
"Cre04.g218450","Cre05.g244850",0.20044810852634
"Cre04.g224350","Cre05.g244850",0.168747357905127
"Cre04.g229000","Cre05.g244850",0.246656342459166
"Cre04.g230928","Cre05.g244850",0.21895053199745
"Cre05.g238100","Cre05.g244850",0.131315098376144
"Cre06.g264400","Cre05.g244850",0.173355668272608
"Cre06.g270500","Cre05.g244850",0.175543897647418
"Cre06.g275150","Cre05.g244850",0.160276173588206
"Cre06.g278134","Cre05.g244850",0.205341629784992
"Cre06.g278228","Cre05.g244850",0.210697011265179
"Cre06.g300350","Cre05.g244850",0.192050538231199
"Cre06.g308450","Cre05.g244850",0.1401078716563
"Cre07.g314600","Cre05.g244850",0.205737253993543
"Cre07.g319550","Cre05.g244850",0.187252830465381
"Cre07.g323400","Cre05.g244850",0.185200053161433
"Cre07.g329882","Cre05.g244850",0.14507124258198
"Cre07.g331850","Cre05.g244850",0.247457710640393
"Cre07.g348100","Cre05.g244850",0.186338246641612
"Cre08.g370950","Cre05.g244850",0.19964776171469
"Cre08.g380763","Cre05.g244850",0.155223615222931
"Cre08.g385950","Cre05.g244850",0.156407575552318
"Cre09.g387060","Cre05.g244850",0.208521120677657
"Cre09.g390750","Cre05.g244850",0.128222126578047
"Cre09.g396289","Cre05.g244850",0.191738973967746
"Cre09.g400250","Cre05.g244850",0.174863569724803
"Cre10.g419350","Cre05.g244850",0.129586768885084
"Cre10.g448100","Cre05.g244850",0.181500072834937
"Cre10.g458900","Cre05.g244850",0.184703992006193
"Cre11.g469400","Cre05.g244850",0.116330382053588
"Cre11.g480079","Cre05.g244850",0.172894858922788
"Cre12.g489350","Cre05.g244850",0.171923088071014
"Cre12.g514300","Cre05.g244850",0.201761429753099
"Cre12.g535800","Cre05.g244850",0.157800039200396
"Cre12.g541750","Cre05.g244850",0.169172715415
"Cre12.g553600","Cre05.g244850",0.205610089933944
"Cre13.g568316","Cre05.g244850",0.183391925240188
"Cre13.g588800","Cre05.g244850",0.234683529586931
"Cre13.g602300","Cre05.g244850",0.149760351417802
"Cre14.g611517","Cre05.g244850",0.202976583081231
"Cre14.g625350","Cre05.g244850",0.165144830657
"Cre16.g650300","Cre05.g244850",0.113434518527515
"Cre16.g654950","Cre05.g244850",0.151012943628222
"Cre16.g683250","Cre05.g244850",0.144316024252197
"Cre17.g709876","Cre05.g244850",0.160012238535295
"Cre17.g719522","Cre05.g244850",0.12994551211791
"Cre17.g736329","Cre05.g244850",0.159330794889159
"Cre17.g746147","Cre05.g244850",0.176225997163138
"Cre01.g004926","Cre06.g264400",0.154093506756035
"Cre01.g009500","Cre06.g264400",0.210220987901013
"Cre01.g010350","Cre06.g264400",0.226142808957834
"Cre01.g030650","Cre06.g264400",0.265722940870377
"Cre02.g090150","Cre06.g264400",0.263605017135921
"Cre02.g095102","Cre06.g264400",0.188595557850886
"Cre02.g112600","Cre06.g264400",0.245521709146286
"Cre03.g150400","Cre06.g264400",0.158705352817605
"Cre03.g172800","Cre06.g264400",0.235020677970541
"Cre03.g173000","Cre06.g264400",0.247627187038672
"Cre03.g200991","Cre06.g264400",0.217935136432399
"Cre04.g218450","Cre06.g264400",0.205563994193888
"Cre04.g224350","Cre06.g264400",0.191292983804659
"Cre04.g229000","Cre06.g264400",0.253543469570416
"Cre04.g230928","Cre06.g264400",0.169359972005082
"Cre05.g238100","Cre06.g264400",0.164301202751338
"Cre05.g244850","Cre06.g264400",0.173355668272608
"Cre06.g270500","Cre06.g264400",0.248725429437059
"Cre06.g275150","Cre06.g264400",0.22672684093673
"Cre06.g278134","Cre06.g264400",0.163748301430451
"Cre06.g278228","Cre06.g264400",0.240984197692894
"Cre06.g300350","Cre06.g264400",0.159497430046089
"Cre06.g308450","Cre06.g264400",0.191171417740904
"Cre07.g314600","Cre06.g264400",0.245599145098234
"Cre07.g319550","Cre06.g264400",0.226432119991896
"Cre07.g323400","Cre06.g264400",0.220548790210401
"Cre07.g329882","Cre06.g264400",0.134181698832568
"Cre07.g331850","Cre06.g264400",0.260073703567793
"Cre07.g348100","Cre06.g264400",0.194902670726216
"Cre08.g370950","Cre06.g264400",0.200706797492772
"Cre08.g380763","Cre06.g264400",0.12733023120038
"Cre08.g385950","Cre06.g264400",0.187892298798612
"Cre09.g387060","Cre06.g264400",0.217980737179687
"Cre09.g390750","Cre06.g264400",0.163058158325557
"Cre09.g396289","Cre06.g264400",0.179806109909765
"Cre09.g400250","Cre06.g264400",0.175662018005958
"Cre10.g419350","Cre06.g264400",0.239385912608416
"Cre10.g448100","Cre06.g264400",0.252025372700765
"Cre10.g458900","Cre06.g264400",0.220954643828338
"Cre11.g469400","Cre06.g264400",0.232801061538993
"Cre11.g480079","Cre06.g264400",0.217743333105348
"Cre12.g489350","Cre06.g264400",0.230132237675099
"Cre12.g514300","Cre06.g264400",0.207060285879666
"Cre12.g535800","Cre06.g264400",0.230592130924072
"Cre12.g541750","Cre06.g264400",0.196265439579749
"Cre12.g553600","Cre06.g264400",0.201883667451792
"Cre12.g559700","Cre06.g264400",0.119114350750819
"Cre13.g568316","Cre06.g264400",0.232284776918633
"Cre13.g588800","Cre06.g264400",0.201650549933655
"Cre13.g602300","Cre06.g264400",0.177474868123104
"Cre14.g611517","Cre06.g264400",0.248806592029823
"Cre14.g625350","Cre06.g264400",0.226443037883114
"Cre16.g650300","Cre06.g264400",0.186853270207896
"Cre16.g654950","Cre06.g264400",0.239070370062906
"Cre16.g683250","Cre06.g264400",0.208347639083435
"Cre17.g709876","Cre06.g264400",0.21845076090777
"Cre17.g719522","Cre06.g264400",0.145999923816472
"Cre17.g736329","Cre06.g264400",0.200185580253468
"Cre17.g746147","Cre06.g264400",0.250235123413058
"Cre01.g004926","Cre06.g270500",0.116826891880086
"Cre01.g009500","Cre06.g270500",0.192136674578838
"Cre01.g010350","Cre06.g270500",0.216061321342887
"Cre01.g030650","Cre06.g270500",0.254306436398921
"Cre02.g090150","Cre06.g270500",0.24795235810574
"Cre02.g095102","Cre06.g270500",0.183179860297559
"Cre02.g112600","Cre06.g270500",0.250380073886458
"Cre03.g150400","Cre06.g270500",0.162302517341927
"Cre03.g172800","Cre06.g270500",0.219009727540661
"Cre03.g173000","Cre06.g270500",0.240830359284397
"Cre03.g200991","Cre06.g270500",0.210885301453204
"Cre04.g218450","Cre06.g270500",0.195641949969802
"Cre04.g224350","Cre06.g270500",0.176051576553137
