"","SRR393780_FPKM","SRR393781_FPKM","SRR393782_FPKM","SRR393783_FPKM","SRR393784_FPKM","SRR393785_FPKM","SRR393786_FPKM","SRR393787_FPKM"
"Cre01.g002250",3.59413048959312,3.41546528509743,3.17396529678718,3.24894918713821,2.60007941179214,2.78491432838104,2.05761662742597,2.31117175744492
"Cre01.g002300",9.38763179741226,9.37333282655545,9.20050631516393,9.31183003892385,9.1869090507908,9.15720038446544,8.26271032660537,8.23729123705942
"Cre01.g002350",3.20990403995086,3.146345667618,2.7757311559282,3.42090947471507,3.35480052062489,3.22431353282197,3.40750503513328,3.14789440401299
"Cre01.g002400",3.6356963573253,3.85375617584363,3.00344392729199,3.24775589845826,3.0585017998595,2.86537052584285,1.79261800638305,2.45336480743488
"Cre01.g002451",3.66768779517713,4.39648833344054,3.11797923224876,3.41822908507271,2.65598372803403,2.8235578033348,0.845975718335593,2.60039346215964
"Cre01.g002500",8.28271778985729,8.13493964349298,7.87113518424305,7.65844715130587,6.27778952406685,6.04161315986678,6.23130375523554,5.96419991292285
"Cre01.g002550",2.30541901141168,2.53007823542779,3.25938548744554,3.31033139460769,3.16385131220255,2.96347412397489,3.81919810712093,3.22184306214337
"Cre01.g002600",0.478925223992642,0.359058939207491,0.422041346373429,0.50021261977698,0.710891271314192,0.164903387795707,0.740083061440406,0.575402375285942
"Cre01.g002650",0,0,0,0,0.364491751171591,0.0937540548578134,0,0.185091403775573
"Cre01.g002700",1.00091582060868,1.00780546735818,0.565505542313235,1.30050448722248,1.06706730750777,1.0336661467455,0.574403824591844,1.1582206761012
"Cre01.g002750",0.493206670896398,0.575815733737156,0.436141579596605,0.119963541658466,0.837533983072708,0.813586253917674,0,0.710191266862433
"Cre01.g002787",0.416665743479317,0.678622729115112,0.596294968392723,0.585284666639766,0.190588313112363,0.258632285635815,0.251769983627912,0.22524654465796
"Cre01.g002824",0,0.561127652936873,0.672612710430318,0.642570348766597,0.906501977407905,0.380758257794289,0,0.142269651361499
"Cre01.g002861",1.54768178677675,1.74282113570853,1.73649231257037,2.04957849521818,1.34606050947596,1.4577098499113,1.71819282231352,1.3922899426115
"Cre01.g002900",2.54102163198889,2.24580899359441,3.06724804879675,2.82994289574508,3.69758479811243,3.30466435651685,2.97716633541889,2.87997036678573
"Cre01.g002950",2.31861764262447,2.9296262711644,2.20763364288402,2.2458850344913,2.55035647396341,2.51149334061558,1.48868980817329,2.0316916100096
"Cre01.g003000",1.40458163992651,1.20251802496784,1.26358132402344,0.979071965483715,0.332578479066778,1.33731718689319,0.76225270365002,1.35681428217791
"Cre01.g003050",0.890816317689875,0.931718604022622,0.779019286190446,0.798465320705073,0.750248037406239,0.916983314032932,1.18736870245401,1.33575763685541
"Cre01.g003100",0,0,0.424894147477508,0.110381552574538,0,0,0,0
"Cre01.g003150",2.62484018876343,2.68872867995218,3.1746636772724,2.96549987258305,2.5358538940959,2.43439871245905,2.20627437697792,2.27230692105288
"Cre01.g003200",3.94027013209101,3.82261799061361,2.05862474563164,2.27314285930808,1.8216163449768,1.66296197546651,1.14343260408336,1.44720359734722
"Cre01.g003250",0.373284046686898,0.448866072381867,0.248066005519997,0.481272071618931,0.200735346951602,0.36781387151296,0.0955777265681546,0.397362694762205
"Cre01.g003376",2.28371735134148,2.29248434674117,1.46475712591794,2.10124665668344,2.21256000098861,2.20842673737202,1.59411376467477,1.95846780416687
"Cre01.g003450",2.25092823355671,2.5718272598089,1.18611384326484,2.12088273324865,1.72516527213118,1.79399573397722,1.82894023341876,1.61460149070453
"Cre01.g003463",2.29414136369168,1.51093660861604,1.97444487747891,2.74066640564356,3.23887855339185,3.17665787305463,3.25051748245164,3.60093575182506
"Cre01.g003475",0.904212007417329,0.694150974069287,2.06308180717343,1.58696645440261,1.68173710092582,1.03690417319754,0.804840794528829,0.861173278958058
"Cre01.g003487",1.05224198118114,2.25497794473791,1.92228159079674,2.06608919045777,1.84637697298735,2.20929427048498,1.75134374153716,1.91862666358462
"Cre01.g003500",0.385713750107891,1.26418810045016,0.694208932805508,1.24451568475687,0.872664095796328,1.19224467451,1.11694358183638,1.09422931247612
"Cre01.g003508",1.30961277245412,1.77005940342107,1.4157586665225,2.07802908771778,1.51847974648616,1.41311743775032,0.874180025328796,1.50595696707606
"Cre01.g003516",2.68213727688956,2.32110263722057,2.59011812589502,2.55963864492273,2.60577639748647,2.54540254383887,2.68150099000882,2.51865598795535
"Cre01.g003524",2.71985807402336,2.77848615282074,3.15268803063569,3.46846601995884,3.11923497892486,3.29061903070536,3.75071368473541,3.78664863250333
"Cre01.g003532",1.29747904631279,1.01326929202339,0.78806757859881,0.952579586406554,1.36535659703048,1.11256002608114,1.86396223091547,1.49671798793518
"Cre01.g003541",0.000227509495109012,0.114710698611203,0.000245769576257005,0.105683172905202,0.000637429380209096,0.123568733450893,0.000517648533050083,0.068519758261369
"Cre01.g003550",3.59300710003485,3.91464105700983,3.88283865576725,4.08365589708063,2.83347102484165,3.11697185182881,1.73223880380041,2.64750102310608
"Cre01.g003600",3.81553444262581,4.8669623624692,4.5935928058646,5.63022489030769,3.38547935631395,4.72384248562176,2.66648393083743,3.53130659439873
"Cre01.g003650",2.33558615487581,2.28529863703838,2.85523427661067,2.89428811215101,3.35216528257134,3.16753134904289,2.81916540045685,3.08303972370595
"Cre01.g003700",0.463796113823284,1.05854509181945,0.569952797144221,1.01138113468753,1.51873654831392,1.44789652810839,0.975545815682777,1.81602210334256
"Cre01.g003751",1.2710491158206,0.932659901632517,0.914425222075332,0.961036500624869,0.837457284578592,0.800306448517779,0.401559476815744,0.56310344853926
"Cre01.g003800",1.53873679987422,1.49748974090832,0.730625175688496,1.2181487847634,1.14285124490407,1.20212304002309,0.308848953189051,1.00685093607157
"Cre01.g003826",3.02124340455782,3.23660282535801,3.12092585159347,2.46505502469776,2.8805268494637,2.63738071357027,2.42044197859302,2.51345789926757
"Cre01.g003850",4.83916850778684,4.48023926707295,3.61046384518116,3.75883614660151,3.483067638625,3.18360402143278,2.20214812164759,2.14589588062088
"Cre01.g003950",1.40134102484504,1.50107731136271,4.16508385960769,4.02997403480376,2.63115551517837,2.52978846991115,2.12291452803699,2.17080958315672
"Cre01.g004000",3.91653396892959,3.64334827172151,3.35530246246539,3.41513127140894,3.71476204741239,3.63212859309436,3.68985823631925,3.32405738337002
"Cre01.g004050",0.0130349515511897,0,0,0.178205983590051,0.0023716291740048,0.00114195465212357,0,0.132485770699242
"Cre01.g004124",3.09688758247346,3.02198955539164,1.96499000670623,1.94203024154207,1.75625474272391,1.7603998082693,1.52501646281811,1.67803583728577
"Cre01.g004157",3.7297811473704,3.57428319627562,4.24511531559753,4.17969416219313,4.21448232555358,3.99042849827246,4.36714737465794,3.91950217390231
"Cre01.g004200",1.72830802471426,1.68944677759236,2.16389477499385,1.98642913949102,1.94055392351394,1.78122960279589,2.47295039947281,2.17002438367756
"Cre01.g004250",4.70571255405608,4.62855198395559,4.9445961137692,4.92918501428392,5.01383740107029,4.87745470046122,5.52273059877168,5.24432387203332
"Cre01.g004300",6.94506921377727,6.81629249958321,6.62641577302569,6.43329332581501,3.97492388884363,3.73828145312163,4.45085492829149,3.99986474099955
"Cre01.g004350",3.50347595134332,3.34936103103663,3.89148723689401,4.11209123700229,3.62878525800851,3.44222561794602,3.20769142236345,3.60862002436049
"Cre01.g004400",2.81847838917417,2.9458623620719,3.20742124436977,2.68432504047893,3.4183424417941,3.67145190168792,4.97476790643698,4.64575929145774
"Cre01.g004450",7.2221379950901,6.88206830212134,6.26257033944008,6.12761058268599,2.77690198838467,2.70689739578605,2.15080985199582,3.12367447256042
"Cre01.g004500",7.59675628480812,7.68875385297037,7.6691968846114,7.73301532168596,6.93312408676827,6.98190972079399,6.98657021455518,6.88980205409796
"Cre01.g004550",2.5349157079708,2.64683084355136,3.40655979885389,3.70847420113655,2.85402557829829,3.04887088764462,3.81959666001472,3.71169312593866
"Cre01.g004600",1.30341838533658,1.43189034828618,1.54671916564854,1.52345657274433,1.94540918786999,1.85370428514857,2.55089327881783,1.99913051427898
"Cre01.g004651",2.39319376555118,2.19582946618339,2.30667346296057,2.36819283222567,2.75602624737994,2.34851571723545,2.75082085667328,2.91107027442745
"Cre01.g004700",2.81369090774247,2.9038095585787,1.7600803966349,2.54002726925751,2.52915877868491,3.2895497334593,0,1.76391717278672
"Cre01.g004750",1.28428314140904,1.28004172343106,2.33007072684689,2.50873034455262,3.18251115482895,3.16051364706204,2.24177918037048,2.52268603704379
"Cre01.g004800",5.24995724770746,4.99858366048585,5.25278651914913,5.19306993415251,5.18157170824011,4.81635906664096,5.03970868979663,4.57856440892407
"Cre01.g004850",0.638879203986317,0.515590346977785,0.780047996136797,0.39814456912179,0.341738732139247,0.463937325467778,0.304820574744518,0.768877075591482
"Cre01.g004900",3.45819693042171,3.38349970899565,4.7495986243769,4.47327389103046,5.21604349484353,4.90776075914358,5.90656354766575,5.44964720746277
"Cre01.g004926",0.230457584147464,0.521790493934253,0.664251626544288,0.80262503005365,0.661109273205162,0.149787433123981,0.990509098580122,0.576149625395783
"Cre01.g004950",4.28186142488552,4.44933026078701,4.6127122429299,4.48359008664473,4.55329291382428,4.43170318148885,4.27754592279775,4.23858052721605
"Cre01.g005001",3.54256760776422,3.20647287839904,3.93401633093562,3.76789840458497,4.0880228376857,3.69549279034366,3.4725137657338,3.46011345877983
"Cre01.g005050",7.07985807620461,6.94044868287616,7.07185918319356,6.84650585236335,7.38570712465793,7.210408347555,7.41358562063135,7.21987517111546
"Cre01.g005100",2.40719773128052,2.04305397662457,1.78180451963614,1.50109260195103,2.23010461648732,2.10801252285001,1.80419815173969,2.18136338934099
"Cre01.g005126",0.805661441133488,2.27639542033059,2.41565321831624,2.77164686983743,0.715922355910218,0.986847773601391,0.43388991260137,1.9809429207865
