"gene_id"
"Cre01.g000900"
"Cre01.g002100"
"Cre01.g002787"
"Cre01.g004500"
"Cre01.g005200"
"Cre01.g005600"
"Cre01.g007901"
"Cre01.g012175"
"Cre01.g012450"
"Cre01.g012550"
"Cre01.g013500"
"Cre01.g013750"
"Cre01.g014000"
"Cre01.g014050"
"Cre01.g015100"
"Cre01.g015750"
"Cre01.g016150"
"Cre01.g016300"
"Cre01.g016900"
"Cre01.g017100"
"Cre01.g017500"
"Cre01.g018600"
"Cre01.g018650"
"Cre01.g019500"
"Cre01.g020000"
"Cre01.g021650"
"Cre01.g023450"
"Cre01.g024750"
"Cre01.g025750"
"Cre01.g026950"
"Cre01.g028850"
"Cre01.g031200"
"Cre01.g031450"
"Cre01.g032050"
"Cre01.g033400"
"Cre01.g033763"
"Cre01.g034950"
"Cre01.g037700"
"Cre01.g037850"
"Cre01.g038151"
"Cre01.g038400"
"Cre01.g041050"
"Cre01.g042000"
"Cre01.g042450"
"Cre01.g043450"
"Cre01.g043500"
"Cre01.g047200"
"Cre01.g051100"
"Cre01.g052250"
"Cre01.g052750"
"Cre01.g054150"
"Cre01.g054300"
"Cre01.g055000"
"Cre01.g055151"
"Cre01.g055404"
"Cre01.g055477"
"Cre01.g062537"
"Cre01.g069472"
"Cre01.g071662"
"Cre02.g074100"
"Cre02.g074800"
"Cre02.g075650"
"Cre02.g075950"
"Cre02.g076350"
"Cre02.g076663"
"Cre02.g077750"
"Cre02.g077800"
"Cre02.g078150"
"Cre02.g079351"
"Cre02.g080450"
"Cre02.g080700"
"Cre02.g081450"
"Cre02.g081750"
"Cre02.g081800"
"Cre02.g082100"
"Cre02.g082900"
"Cre02.g083550"
"Cre02.g084300"
"Cre02.g086150"
"Cre02.g086456"
"Cre02.g086850"
"Cre02.g087350"
"Cre02.g088250"
"Cre02.g088950"
"Cre02.g090650"
"Cre02.g092400"
"Cre02.g092550"
"Cre02.g092900"
"Cre02.g095062"
"Cre02.g095092"
"Cre02.g095097"
"Cre02.g095125"
"Cre02.g095294"
"Cre02.g096250"
"Cre02.g097250"
"Cre02.g098350"
"Cre02.g099800"
"Cre02.g100100"
"Cre02.g101050"
"Cre02.g101200"
"Cre02.g102150"
"Cre02.g102450"
"Cre02.g102500"
"Cre02.g103300"
"Cre02.g104201"
"Cre02.g104900"
"Cre02.g105250"
"Cre02.g110300"
"Cre02.g110400"
"Cre02.g111150"
"Cre02.g111450"
"Cre02.g112550"
"Cre02.g112950"
"Cre02.g113000"
"Cre02.g113550"
"Cre02.g115508"
"Cre02.g115583"
"Cre02.g115600"
"Cre02.g118500"
"Cre02.g119450"
"Cre02.g119484"
"Cre02.g119800"
"Cre02.g141346"
"Cre02.g141426"
"Cre02.g141686"
"Cre02.g142206"
"Cre02.g142546"
"Cre02.g143000"
"Cre02.g143307"
"Cre02.g143800"
"Cre02.g143850"
"Cre02.g146300"
"Cre02.g147550"
"Cre03.g144164"
"Cre03.g144707"
"Cre03.g144967"
"Cre03.g145447"
"Cre03.g146207"
"Cre03.g146467"
"Cre03.g146507"
"Cre03.g146527"
"Cre03.g148950"
"Cre03.g149350"
"Cre03.g151800"
"Cre03.g152200"
"Cre03.g153300"
"Cre03.g154100"
"Cre03.g155200"
"Cre03.g155527"
"Cre03.g156350"
"Cre03.g158700"
"Cre03.g158900"
"Cre03.g159200"
"Cre03.g162250"
"Cre03.g163200"
"Cre03.g163850"
"Cre03.g165650"
"Cre03.g167300"
"Cre03.g169700"
"Cre03.g170500"
"Cre03.g171500"
"Cre03.g172000"
"Cre03.g172900"
"Cre03.g173350"
"Cre03.g173850"
"Cre03.g174750"
"Cre03.g174850"
"Cre03.g175250"
"Cre03.g175926"
"Cre03.g178700"
"Cre03.g179500"
"Cre03.g179901"
"Cre03.g179961"
"Cre03.g180050"
"Cre03.g181500"
"Cre03.g183100"
"Cre03.g183700"
"Cre03.g183850"
"Cre03.g184850"
"Cre03.g186700"
"Cre03.g188650"
"Cre03.g189000"
"Cre03.g190311"
"Cre03.g191900"
"Cre03.g192950"
"Cre03.g193250"
"Cre03.g193800"
"Cre03.g194050"
"Cre03.g195200"
"Cre03.g195410"
"Cre03.g196000"
"Cre03.g198250"
"Cre03.g198851"
"Cre03.g199423"
"Cre03.g199550"
"Cre03.g202200"
"Cre03.g202450"
"Cre03.g202700"
"Cre03.g202900"
"Cre03.g203000"
"Cre03.g203350"
"Cre03.g203500"
"Cre03.g203850"
"Cre03.g204000"
"Cre03.g205361"
"Cre03.g205900"
"Cre03.g206200"
"Cre03.g206202"
"Cre03.g206257"
"Cre03.g206350"
"Cre03.g206705"
"Cre03.g206750"
"Cre03.g206929"
"Cre03.g207825"
"Cre03.g208000"
"Cre03.g209729"
"Cre03.g209841"
"Cre03.g210737"
"Cre03.g211409"
"Cre04.g212450"
"Cre04.g212650"
"Cre04.g213250"
"Cre04.g213650"
"Cre04.g213652"
"Cre04.g214050"
"Cre04.g214502"
"Cre04.g214657"
"Cre04.g214700"
"Cre04.g216826"
"Cre04.g217920"
"Cre04.g217948"
"Cre04.g217987"
"Cre04.g218100"
"Cre04.g219400"
"Cre04.g219700"
"Cre04.g220500"
"Cre04.g220768"
"Cre04.g222300"
"Cre04.g225050"
"Cre04.g225301"
"Cre04.g225600"
"Cre04.g226001"
"Cre04.g226900"
"Cre04.g227350"
"Cre04.g227800"
"Cre04.g228900"
"Cre04.g229250"
"Cre04.g229494"
"Cre04.g233102"
"Cre05.g233550"
"Cre05.g234350"
"Cre05.g235750"
"Cre05.g236050"
"Cre05.g236400"
"Cre05.g237100"
"Cre05.g237250"
"Cre05.g238450"
"Cre05.g239800"
"Cre05.g240100"
"Cre05.g240150"
"Cre05.g241635"
"Cre05.g241640"
"Cre05.g242400"
"Cre05.g244950"
"Cre05.g245102"
"Cre05.g245351"
"Cre05.g245900"
"Cre05.g246150"
"Cre05.g246400"
"Cre05.g247550"
"Cre05.g248200"
"Cre05.g248600"
"Cre06.g250200"
"Cre06.g250650"
"Cre06.g251716"
"Cre06.g251800"
"Cre06.g252100"
"Cre06.g252650"
"Cre06.g252800"
"Cre06.g252913"
"Cre06.g253300"
"Cre06.g253759"
"Cre06.g254550"
"Cre06.g254600"
"Cre06.g254917"
"Cre06.g256000"
"Cre06.g256150"
